GeneSymbol	cohort1_rep1	cohort1_rep2	cohort2_rep1	cohort2_rep2
LOC100420897	0	0	0	0
LINC02450	0	0	0	0
RPS27P21	0	2	0	0
LINC02451	0	0	0	0
LOC390308	0	0	2	2
LINC02402	0	0	0	0
PRICKLE1	2	3	273	275
LOC100132797	8	6	21	23
RNU6-249P	0	0	0	0
PPHLN1	583	686	851	920
MIR7851	0	0	0	3
ZCRB1	704	951	635	607
LOC727884	2	0	6	13
YAF2	288	327	288	301
GXYLT1	654	833	753	816
LOC100129078	0	0	0	0
LINC02400	0	0	0	0
MTND1P24	0	0	0	0
MTND2P17	0	0	0	0
RNA5SP360	0	0	0	0
PDZRN4	0	0	0	0
LOC100420117	0	0	0	0
CNTN1	0	0	1	0
RNU6-713P	0	0	0	0
LOC100420584	0	0	0	0
MUC19	19	25	1	1
LRRK2	3	14	5	7
LINC02471	0	0	0	0
RPL30P13	0	0	0	0
SLC2A13	37	36	136	158
C12orf40	0	0	0	0
ABCD2	0	0	0	0
LOC390306	0	0	0	0
KIF21A	689	892	1097	1197
LOC100421126	0	0	0	0
CPNE8	0	3	0	2
ALG10B	285	346	387	437
NF1P12	0	0	0	0
LOC100421618	0	0	0	0
TUBB8P5	0	0	0	0
RNA5SP359	0	0	0	0
RNA5SP358	0	0	0	0
CLUHP8	0	0	0	0
ZNF970P	0	0	0	0
DUX4L27	4	4	1	2
RNA5SP357	0	0	0	0
TUBB8P4	0	0	0	0
ALG10	155	205	242	281
RNU6-472P	0	0	0	0
RNU6-400P	0	0	0	0
ST13P9	0	0	0	0
SYT10	12	16	66	82
ASS1P14	11	31	7	11
RPL35AP27	0	0	0	0
PKP2	268	331	726	837
YARS2	223	273	391	389
LOC100420981	50	68	96	106
DNM1L	797	972	1802	1898
RNU6-494P	0	0	0	0
FGD4	388	442	737	779
LOC100420186	0	0	0	0
BICD1	73	88	504	548
RESF1	555	703	920	947
LOC100132543	2	0	3	0
RPL12P32	0	1	1	0
RPLP2P4	0	0	0	0
LINC02422	0	0	0	0
RNU6-1069P	0	0	0	0
H3-5	33	67	85	91
IFITM3P2	0	2	0	0
STMN1P1	5	5	1	1
AMN1	84	109	66	55
ETFBKMT	55	61	17	24
AK4P3	16	29	63	41
RPL31P50	0	0	0	1
RNU5F-4P	0	0	0	0
DENND5B-AS1	0	0	0	0
ANKRD49P2	1	0	1	0
MRPL30P2	0	0	0	0
LOC100422622	0	0	0	0
RNU6-618P	0	0	0	0
DENND5B	38	51	123	158
LINC02387	0	0	1	0
FLJ13224	17	18	11	9
SINHCAF	684	814	1611	1697
LOC100419525	0	0	0	0
MREGP1	0	0	0	0
RPL13AP22	196	238	185	227
MTCYBP26	0	0	0	0
MTND6P26	0	0	0	0
MTND5P43	0	0	0	0
OVOS2	1	2	7	3
DDX11	208	284	410	496
DDX11-AS1	13	20	29	14
TSPAN11	0	0	0	0
PPIAP44	0	0	0	0
LINC00941	0	0	0	1
LOC645485	0	1	2	0
CAPRIN2	62	61	185	208
IPO8	1022	1245	1486	1497
LOC100422352	0	0	0	1
RNA5SP356	0	0	0	0
RPL21P99	0	0	0	0
TMTC1	3	0	512	505
OVCH1	0	0	5	0
OVCH1-AS1	0	0	0	0
ERGIC2	863	1086	1846	2043
LOC100506606	4	5	7	7
FAR2	11	25	34	24
RPL29P27	0	0	0	0
RNA5SP355	0	0	0	0
RNU4-54P	0	0	0	0
CCDC91	317	384	596	546
LOC729291	25	28	27	21
LOC100129646	0	0	0	0
PTHLH	2	1	6	5
RN7SKP15	0	0	0	0
KLHL42	862	1030	909	996
MANSC4	2	0	0	0
MRPS35	1085	1371	1897	2024
HMGB1P49	0	0	0	1
REP15	7	5	3	4
PPFIBP1	550	676	650	662
RARS1P1	0	0	0	0
SMCO2	0	0	4	7
ARNTL2-AS1	0	0	0	0
ARNTL2	88	91	1068	1150
STK38L	343	418	2846	3039
C12orf71	0	0	0	0
MED21	444	533	634	613
TM7SF3	1003	1165	798	894
FGFR1OP2	406	480	499	553
INTS13	525	657	761	784
LOC101929091	0	0	0	0
RNA5SP354	2	0	0	0
ITPR2	544	661	539	587
SSPN	30	38	6	11
BHLHE41	5	11	12	24
RASSF8	432	513	114	120
RASSF8-AS1	9	5	2	4
MIR4302	0	0	0	0
TDGP1	57	83	100	98
RN7SKP262	0	0	0	0
LMNTD1	0	1	0	0
TUBB4BP1	0	0	0	0
FAM133GP	0	0	0	0
RPL39P27	0	0	0	0
RNU4-67P	0	0	0	0
KRAS	700	879	1744	1819
ETFRF1	159	223	172	188
CFAP94	1	8	2	0
CENPUP2	0	0	0	0
IRAG2	0	0	0	0
LOC645177	0	0	0	0
C12orf77	0	0	0	0
BRI3P2	0	0	0	0
DAD1P1	0	0	0	0
BCAT1	9	13	0	0
RN7SL38P	54	57	47	69
RPL21P102	0	0	0	0
KNOP1P1	0	0	0	0
LINC00477	0	0	0	0
SOX5-AS1	0	0	0	0
MIR920	0	0	0	0
SOX5	0	0	0	0
LOC101928441	0	0	0	0
RPS27P22	0	0	0	0
ETNK1	670	839	1447	1544
LOC105369691	0	0	1	0
LRRC34P1	0	0	0	0
C2CD5	685	886	803	779
RNU1-149P	0	0	0	0
ST8SIA1	3	7	0	0
CMAS	618	822	881	949
THEM4P1	2	4	12	3
ABCC9	1	1	0	0
KCNJ8	6	9	0	1
LDHB	3	2	6294	6682
GYS2	0	0	1	0
SPX	0	0	2	0
GOLT1B	518	616	658	714
RECQL	275	379	615	624
ELOCP31	0	1	0	1
PYROXD1	192	239	383	401
IAPP	0	0	0	0
SLCO1A2	0	0	27	17
SLCO1B1	0	0	0	0
SLCO1B7	0	0	0	0
SLCO1B3-SLCO1B7	0	0	0	0
SLCO1B3	0	0	0	0
SLCO1C1	0	0	0	0
LOC728688	18	32	104	129
UBE2L2	5	7	4	7
PDE3A	0	0	0	0
LINC02468	0	0	0	0
LINC02398	0	0	0	0
TCP1P3	4	2	4	4
RNU1-146P	0	0	0	0
RPL34P25	2	1	2	1
EEF1A1P4	55	79	92	126
RNU6-254P	0	0	0	0
AEBP2	495	659	942	1056
PDCD5P1	9	20	27	35
SRSF11P1	1	3	5	4
RN7SL67P	1	3	1	0
RN7SL459P	0	0	0	0
PLEKHA5	173	254	844	908
MEF2BNBP1	0	0	0	0
RPL7P6	3	5	6	0
CAPZA3	0	0	0	0
PSMC1P9	8	11	11	14
PLCZ1	0	0	0	0
ZKSCAN7P1	0	0	0	0
NDFIP1P1	0	0	0	0
PIK3C2G	1	2	3	3
RERGL	0	0	0	0
MIR3974	0	0	0	0
LINC02378	0	0	0	0
TIMM17BP1	0	2	0	1
PSMC1P8	0	0	0	1
RPL7P40	0	0	0	0
RNU6-837P	0	0	0	0
EEF1A1P16	14	16	35	39
SKP1P2	29	43	31	16
LMO3	2	2	0	0
GOT2P4	0	0	0	3
SUPT16HP1	53	68	93	100
MGST1	530	628	1612	1919
SLC15A5	0	0	0	0
EGLN3P1	0	0	0	0
DERA	137	149	410	448
STRAP	1101	1470	2855	2859
MRPS7P2	0	0	0	0
RNU6-251P	0	0	1	0
EPS8	485	600	560	701
RPS2P42	0	1	0	0
PTPRO	0	0	0	0
METTL8P1	8	14	6	6
RERG-AS1	0	0	0	0
RERG	614	762	8	11
LINC01489	0	0	0	0
PDE6H	0	0	0	0
ARHGDIB	9	13	12	6
ERP27	4	4	2	7
MGP	168	202	13	14
ART4	0	0	0	0
SMCO3	0	0	0	0
C12orf60	9	6	3	6
WBP11	836	1066	1905	2009
H2AJ	782	1003	614	648
H4-16	613	775	1228	1334
GUCY2C	0	0	0	0
PLBD1-AS1	4	2	3	0
RN7SKP134	1	0	0	0
PLBD1	29	42	3	6
ATF7IP	1202	1522	3067	3198
RPL30P11	0	0	0	0
GNAI2P1	1	3	1	0
RNU6-491P	0	0	0	0
MRPS18CP4	0	0	0	0
HMGN1P23	0	0	0	0
RN7SKP162	0	0	0	0
GRIN2B	1	0	0	0
RNU6-590P	0	0	0	0
RNA5SP353	0	0	0	0
LINC01559	0	0	0	0
EMP1	17	26	78	74
GSG1	0	0	0	0
FAM234B	1934	2330	166	192
RPS26P46	0	0	0	0
HTR7P1	128	193	54	55
HEBP1	351	439	432	471
GPRC5D	0	0	0	0
GPRC5D-AS1	28	29	93	98
MIR614	0	0	0	0
GPRC5A	1801	2327	1912	2116
RPL13AP20	1	0	1	1
RPS6P1	2	1	2	4
RPL37AP9	0	0	0	0
DDX47	405	466	1129	1121
STX8P1	0	3	1	0
MIR613	0	0	0	0
APOLD1	51	58	78	87
CDKN1B	863	1108	1489	1541
GPR19	3	3	6	7
RPL21P136	0	1	0	0
CREBL2	519	732	823	910
RPL19P17	0	0	0	0
DUSP16	1596	1956	1385	1501
LOC107001063	0	1	0	0
BORCS5	130	169	168	164
LOH12CR2	12	8	1	3
RPL23AP66	0	0	0	0
MANSC1	221	248	578	604
RNU6-318P	0	0	0	0
RNU6-545P	0	0	0	0
MORF4L1P2	7	10	15	26
RPL21P100	0	1	1	1
LRP6	585	709	1598	1701
MIR1244-4	0	0	0	0
PTMAP9	64	68	84	95
BCL2L14	0	0	1	0
ETV6	230	332	677	763
LINC01252	0	0	31	27
RNU7-60P	0	0	0	1
DDX55P1	5	3	4	9
IQSEC3P2	0	0	0	0
HIGD1AP8	0	0	0	0
LOC440084	0	0	0	0
PRB2	0	0	1	0
PRB1	0	0	0	0
PRB4	0	0	0	0
PRB3	0	8	5	7
LOC100420583	0	0	0	0
TAS2R42	0	0	0	0
TAS2R67P	0	0	0	0
HSPE1P12	0	0	0	0
LINC02366	0	0	0	0
YBX3	1154	1385	3421	3805
STYK1	7	9	42	76
MAGOHB	170	199	365	326
KLRA1P	2	11	22	18
LINC02446	0	0	0	0
SLC25A39P2	0	0	0	0
EIF2S3B	251	322	240	305
KLRC1	0	0	0	0
KLRC2	0	2	0	0
KLRC3	0	1	0	0
KLRC4	0	0	0	0
KLRK1	0	0	0	0
KLRC4-KLRK1	0	0	0	0
KLRK1-AS1	1	2	0	0
LINC02598	1	0	0	0
LINC02617	0	0	0	0
KLRD1	1	0	2	0
GABARAPL1-AS1	0	0	0	0
GABARAPL1	23	24	214	173
TMEM52B	0	0	1	2
OLR1	1	0	1	3
CLEC7A	0	1	0	1
HNRNPABP1	1	4	3	0
RN7SKP161	0	0	0	0
CLEC1A	0	0	0	1
LOC100421202	0	0	0	0
CLEC9A	0	0	0	0
LOC102724020	0	0	0	0
CLEC12B	0	0	0	0
CLEC1B	0	0	0	0
CLEC12A	0	0	0	0
CLEC12A-AS1	0	0	0	0
LINC02470	0	0	0	0
CLEC2A	0	0	0	0
KLRF2	0	0	0	0
CLEC2B	0	0	0	0
GCNAP1	0	0	0	0
KLRF1	0	0	0	0
CD69	0	0	0	0
CLECL1	0	0	0	0
NPM1P7	0	0	0	0
CLEC2D	20	17	38	80
LOC105369728	0	0	0	0
GOT2P3	0	0	3	11
RNU6-700P	0	0	0	0
LOC374443	93	96	241	251
KLRB1	0	0	0	0
LOC100419520	0	0	0	0
LOC408186	4	1	2	4
DDX12P	62	73	96	110
LOC728715	1	0	7	10
LOC101928030	0	0	0	0
LINC02367	2	1	0	1
LOC642846	27	16	22	24
LINC00987	0	0	0	0
MIR1244-3	0	0	0	0
PTMAP4	216	269	295	303
A2MP1	7	4	0	0
TPT1P12	0	0	0	0
PZP	0	0	1	0
BTG1P1	1	0	1	1
KRT17P8	0	0	0	0
A2M	5	8	7	17
A2M-AS1	16	24	4	12
LINC00612	2	3	7	5
VDAC2P2	0	0	0	0
KLRG1	1	1	4	4
M6PR	579	738	1464	1598
PHC1	29	53	195	203
A2ML1	2	3	0	0
RPSAP51	1	1	1	0
RIMKLB	192	242	573	635
MFAP5	0	0	0	0
HADHAP2	17	14	42	47
AICDA	1	0	1	0
CLEC4E	0	0	0	0
CLEC4D	0	0	0	0
SUPT4H1P2	18	13	35	24
RNU6-275P	0	0	0	0
RPL15P17	6	6	5	12
CLEC6A	0	0	0	0
OR7E149P	0	0	0	0
OR7E148P	0	0	0	0
OR7E140P	0	0	0	0
RPS3AP43	0	1	2	0
LINC00937	0	0	1	0
SNRPCP7	0	0	0	0
ENPP7P5	0	0	0	0
LINC02449	0	1	0	1
FAM86FP	13	22	13	13
ALG1L10P	0	1	0	1
FAM90A1	7	8	0	0
DEFB109F	0	1	0	0
FAM66C	7	15	16	16
ZNF705A	0	0	0	0
GCSHP4	0	0	0	0
POU5F1P3	0	0	0	0
CLEC4A	4	6	5	4
NECAP1	231	263	564	623
C3AR1	0	0	0	0
FOXJ2	438	566	813	896
LOC100462988	1	2	5	5
HSPD1P12	0	3	1	4
RPS20P28	0	0	0	0
SLC2A3	4	5	0	0
NANOGP1	0	1	0	0
LOC100130582	0	0	0	0
RPS20P29	0	2	0	0
SLC2A14	20	28	0	0
NANOG	0	2	0	0
NANOGNB	0	0	0	1
CLEC4C	0	0	0	0
DPPA3	0	0	0	0
GDF3	0	0	0	0
APOBEC1	0	0	0	1
LOC100131676	0	0	1	0
NIFKP3	0	0	0	0
GAPDHP31	0	0	0	0
CD163	0	0	1	0
LOC100419928	42	84	65	61
CD163L1	23	19	91	71
ACSM4	0	0	0	0
LOC100420983	0	0	0	0
PEX5	354	428	849	971
CLSTN3	115	141	1335	1455
RBP5	1	6	8	5
RNU6-485P	0	0	0	0
C1RL-AS1	0	0	0	0
C1RL	0	0	21	19
C1R	8	10	4	2
RN7SL380P	0	0	0	0
LAG3	5	2	14	18
PTMS	1697	2146	3812	4121
MLF2	1556	1833	3652	3892
COPS7A	324	442	370	396
RNU6-781P	0	0	0	0
PIANP	1	0	1	1
ZNF384	576	724	850	952
ING4	124	158	301	343
ACRBP	0	1	4	5
LPAR5	4	6	0	0
SCARNA11	0	0	1	1
CHD4	3048	3804	8074	8654
NOP2	464	638	957	1065
IFFO1	0	1	4	0
GAPDH	13538	16599	41507	45007
SCARNA10	1321	1815	2721	2889
NCAPD2	816	1010	2189	2446
MRPL51	592	789	1266	1327
PKP2P1	4	3	8	10
VAMP1	28	35	29	32
TAPBPL	16	14	0	0
CD27	0	0	0	0
CD27-AS1	5	3	2	4
SRP14P1	0	0	0	0
RPL31P10	5	3	7	4
LTBR	587	742	2180	2461
SCNN1A	119	144	371	387
RN7SL391P	0	0	0	0
TNFRSF1A	658	735	2405	2560
PLEKHG6	13	24	66	81
ATP5MFP5	0	2	0	0
CD9	3488	4175	4086	4384
RN7SL69P	0	0	0	0
SNORA120	0	0	0	0
VWF	18	18	1	3
LOC101901829	0	0	0	0
ANO2	22	20	3	3
NTF3	0	0	0	0
LINC02443	1	0	4	3
KCNA5	0	0	0	0
LOC390282	0	0	0	0
KCNA1	0	0	0	0
KCNA6	0	0	0	0
GALNT8	0	0	0	0
GAU1	0	0	0	0
NDUFA9	360	447	1043	1123
LOC100420673	10	8	15	14
AKAP3	2	4	6	6
LOC103568124	0	0	0	0
DYRK4	74	85	58	73
RAD51AP1	53	78	199	191
C12orf4	144	224	236	244
FGF6	0	0	0	0
FGF23	0	0	1	0
RPS15P7	2	0	3	3
TIGAR	489	622	706	735
CCND2	6	4	1	1
CCND2-AS1	0	0	0	0
RPL18P9	0	0	0	0
HSPA8P5	5	5	9	13
OTUD4P1	9	6	5	6
PARP11	177	189	298	312
RNU6-174P	1	0	0	0
CRACR2A	129	132	498	512
THCAT155	0	0	0	0
RPS26P44	0	0	0	0
PRMT8	0	0	0	0
LINC02417	0	0	0	0
LOC100418939	45	44	9	13
LOC100128253	0	0	0	0
RPS27P3	1	0	3	0
TSPAN9	406	455	763	858
RPL13AP24	131	139	132	158
TEAD4	164	195	397	473
RNU6-1315P	0	0	0	0
TULP3	272	365	461	479
RHNO1	381	436	502	590
FOXM1	455	603	779	844
TEX52	0	0	0	0
NRIP2	0	1	0	0
ITFG2	330	383	207	215
FKBP4	3200	3916	4942	5264
CBX3P4	1	0	0	0
RPL23AP14	0	0	0	0
IQSEC3P1	0	0	0	0
ITFG2-AS1	2	2	12	9
LOC100422463	0	0	0	0
CACNA1C-AS1	0	0	0	0
CACNA1C-AS2	0	0	0	1
RPS6P18	0	0	0	0
CACNA1C-IT3	0	0	0	0
CACNA1C-AS4	0	0	0	0
CACNA1C	0	3	1	5
CACNA1C-IT2	0	0	0	0
DCP1B	148	188	233	244
LINC00940	2	5	0	0
LAMP1P1	0	0	0	0
LRTM2	1	2	0	1
CACNA2D4	0	2	1	0
RPS4XP14	0	3	4	1
LOC100533654	0	0	0	0
ADIPOR2	4633	5804	1887	1918
MIR3649	0	0	0	0
WNT5B	14	27	0	0
FBXL14	102	123	233	250
LOC107984507	0	0	0	0
LINC00942	0	1	0	2
HTR1DP1	0	0	0	0
ERC1	483	577	1431	1511
RAD52	116	152	113	123
RNU4ATAC16P	0	0	0	2
WNK1	2823	3545	6118	6461
NINJ2-AS1	62	72	27	26
RNU7-103P	0	0	0	0
LOC105369595	0	0	0	0
NINJ2	1	0	0	0
B4GALNT3	83	98	708	816
CCDC77	46	68	72	87
KDM5A	823	1052	1962	2012
LOC102723544	0	0	0	0
SLC6A13	0	0	0	0
SLC6A12-AS1	1	1	0	1
SLC6A12	0	0	4	3
LOC100507548	0	0	0	0
LINC02714	0	0	0	0
B3GAT1-DT	0	0	0	0
B3GAT1	0	1	0	0
GLB1L2	80	70	200	207
LOC100421417	0	0	0	0
GLB1L3	0	0	0	0
ACAD8	137	190	306	323
THYN1	150	233	228	276
VPS26B	415	598	987	1059
LOC100533644	0	0	0	1
SNORD153	0	0	0	0
NCAPD3	456	537	676	718
PTP4A2P2	1	5	7	7
JAM3	0	0	0	0
LINC02731	1	7	1	0
MIR4697	0	0	0	0
IGSF9B	221	274	227	233
LOC283172	0	0	1	0
SPATA19	0	0	0	0
LINC02743	0	0	0	0
OPCML	0	0	0	0
NTM-IT	0	0	0	0
LOC100419058	0	0	0	0
NTM-AS1	1	1	0	0
LOC101929653	0	0	0	0
RNU6ATAC12P	0	0	0	0
NTM	0	0	0	0
RN7SL167P	0	0	0	0
SNX19	966	1192	1282	1430
LINC02551	2	2	1	0
PPP1R10P1	0	0	0	0
LINC02873	0	0	0	0
MIR8052	0	0	0	0
BAK1P2	0	0	0	0
ADAMTS15	85	85	22	28
ADAMTS8	0	0	0	0
ZBTB44-DT	1	1	1	3
RN7SL778P	0	0	0	0
DDX18P5	7	7	9	5
NDUFAF2P2	0	3	0	0
ZBTB44	756	998	1008	1085
ST14	990	1107	2461	2540
RPL34P21	0	0	0	1
APLP2	3588	4586	6771	7254
ELOBP2	1	0	1	0
LINC00167	2	6	7	5
PRDM10	282	352	355	355
NFRKB	350	474	591	631
TMEM45B	107	156	379	373
LINC01395	0	0	0	0
RPS27P20	0	0	0	0
BARX2	179	184	14	12
ZNF123P	0	0	0	0
LOC399975	27	29	25	33
RNU6-874P	0	0	0	0
RNU6-876P	0	0	0	0
ARHGAP32	1073	1309	773	816
TP53AIP1	1	0	1	0
C11orf45	0	1	20	22
KCNJ5	0	0	1	0
KCNJ1	0	0	4	1
SENCR	0	0	0	0
FLI1	0	0	0	0
LOC101929538	0	0	0	0
ETS1-AS1	0	0	0	0
MIR6090	0	0	0	0
ETS1	0	0	0	0
LINC02098	0	0	0	0
DNAJB6P1	76	84	103	123
RN7SKP279	0	0	0	0
RN7SKP121	0	0	0	0
LINC02712	0	0	0	0
LOC101929473	0	0	0	0
KIRREL3-AS3	0	0	0	0
MIR3167	0	0	0	0
KIRREL3-AS2	0	0	0	0
LOC101929427	0	0	0	0
KIRREL3	0	0	0	0
ST3GAL4	264	341	222	222
GSEC	14	23	21	18
DCPS	233	266	301	296
TIRAP	87	134	117	92
RPL35AP26	0	0	0	0
FOXRED1	126	165	201	211
SRPRA	861	1045	1501	1559
RN7SL351P	0	0	0	0
RNU4-86P	0	0	0	0
FAM118B	53	74	128	154
RPUSD4	221	283	287	345
NAP1L1P1	37	44	102	98
CDON	1176	1439	168	171
VSIG10L2	0	0	0	0
DDX25	1	1	0	0
PUS3	103	152	161	150
HYLS1	116	159	133	148
PATE4	0	0	0	0
PATE3	0	0	0	0
PATE2	0	3	0	1
PATE1	0	0	0	0
ACRV1	1	3	0	0
RNU2-35P	0	0	0	0
LOC118567325	15	22	8	5
CHEK1	244	320	582	581
STT3A	1244	1502	2110	2233
RNU6-1156P	0	0	0	0
EI24	1330	1706	1370	1512
STT3A-AS1	1	0	0	1
LOC403312	0	0	0	0
FEZ1	64	92	35	23
RNU6-321P	0	0	0	0
PKNOX2	0	2	2	0
PKNOX2-AS1	0	0	0	0
KRT18P59	11	28	4	6
TMEM218	100	116	130	121
SLC37A2	2	3	3	0
CCDC15	49	46	41	40
HEPN1	0	0	0	0
HEPACAM	0	0	0	0
ROBO4	0	0	0	0
ROBO3	10	15	16	11
LOC100507283	0	2	2	2
MSANTD2	65	98	74	70
LOC101929340	3	8	5	10
ESAM	5	9	21	23
VSIG2	0	0	0	1
NRGN	21	16	44	54
SPA17	24	24	106	108
RNA5SP352	0	0	0	0
SIAE	279	330	315	370
TBRG1	229	247	446	404
PANX3	3	3	10	9
OR8Q1P	0	1	1	2
OR8A1	4	5	12	10
OR8B12	0	0	0	0
LOC100421985	0	0	0	0
OR8A3P	1	0	0	4
OR8B10P	0	0	0	0
OR8B9P	0	0	0	0
OR8A2P	2	3	0	1
OR8B8	0	2	0	0
OR8B4	0	0	0	0
OR8X1P	0	0	0	0
OR8B3	0	0	0	0
OR8B2	0	0	0	0
OR8C1P	0	0	0	0
OR8B1P	0	0	0	0
OR8B5P	0	0	0	0
OR8B6P	1	0	0	0
OR8B7P	0	0	0	0
OR8D2	0	0	0	0
OR8D1	1	0	0	0
SLC5A4P1	1	1	0	0
OR8G5	8	2	2	4
OR8G1	1	1	1	1
OR8G7P	4	3	1	2
OR8G2P	2	0	3	1
OR8G3P	1	3	2	1
OR8F1P	1	1	0	1
OR10D3	9	11	15	5
OR10D1P	0	0	0	0
VWA5A	2	6	25	29
OR10N1P	0	0	0	0
OR10D4P	0	0	0	0
OR10D5P	0	0	0	0
OR10G7	0	0	0	0
OR10G8	0	0	0	0
OR10G9	0	0	0	0
OR10G4	0	0	0	0
OR10G5P	0	0	0	0
OR10G6	0	0	0	0
OR10S1	0	0	0	0
OR6T1	0	0	0	0
OR4D5	0	0	0	0
OR8D4	0	0	0	0
TMEM225	0	0	0	0
OR6M3P	0	0	0	0
OR6M2P	0	0	0	0
OR6M1	0	0	0	0
RNU1-21P	0	0	0	0
OR6X1	0	0	0	0
ZNF202	212	290	172	215
SCN3B	0	0	0	0
SF3A3P2	27	23	30	26
MIR4493	0	0	0	0
GRAMD1B	0	2	0	0
PHBP17	0	0	0	0
CLMP	18	18	0	0
SNORD14C	15	25	13	11
SNORD14D	7	7	5	9
SNORD14E	3	0	1	1
HSPA8	7884	9953	22121	23096
RPL31P47	0	0	0	0
RPS26P43	0	1	0	1
RPL34P23	0	0	0	0
LOC341056	13	8	15	14
BSX	0	0	0	0
ATP5PBP5	0	0	0	0
RNU4-23P	1	0	1	0
JHY	41	61	184	160
CRTAM	0	0	0	0
UBASH3B	8	9	175	211
GLULP3	0	0	0	0
RNU6-592P	0	0	0	0
TRK-TTT2-1	0	0	0	0
RNU4ATAC5P	0	0	0	0
RNU4ATAC10P	0	0	0	0
MIR100	0	0	0	0
MIR10526	0	0	0	0
MIRLET7A2	0	0	0	0
BLID	0	0	0	0
MIR125B1	0	0	0	0
MIR100HG	0	0	0	0
RNU6-256P	0	0	0	0
LOC105369535	0	0	0	0
SORL1	1447	1706	3217	3359
BMPR1AP2	7	10	8	12
SC5D	346	383	578	593
RPS4XP12	0	0	0	0
TECTA	0	0	0	0
TBCEL	157	226	245	287
TBCEL-TECTA	0	0	0	0
LOC101929208	0	0	0	0
HMGB1P42	0	0	0	1
LOC101929227	0	0	0	0
LOC105369532	0	0	0	0
ELOCP22	0	0	0	0
GRIK4	57	66	2	2
ARHGEF12	2787	3520	4322	4655
TLCD5	125	180	60	55
LOC649133	0	0	0	0
POU2F3	24	31	8	5
OAF	34	37	102	109
LOC107984399	0	1	0	0
TRIM29	33	35	10	2
LOC390255	0	0	1	1
LOC102724301	7	7	5	6
RNU6-1123P	0	0	0	1
NECTIN1	1739	1968	3911	4263
KRT8P7	5	10	2	0
DUXAP5	0	0	0	0
THY1	0	0	0	0
LOC100130353	1	1	0	0
USP2-AS1	11	6	10	5
USP2	133	160	392	433
C1QTNF5	0	0	0	0
MFRP	0	0	0	0
RNF26	424	487	394	416
MIR6756	0	0	0	0
MCAM	37	30	0	0
RNU6-262P	0	0	0	0
CBL	974	1222	1309	1346
SNORD150	0	0	0	0
CCDC153	4	4	3	2
PDZD3	0	0	0	0
NLRX1	244	277	0	0
ABCG4	1	0	2	0
HINFP	238	317	158	171
C2CD2L	317	409	178	183
DPAGT1	796	1048	336	366
H2AX	874	1052	652	660
UPK2	39	60	10	5
RN7SL688P	2	5	0	1
MIR4492	0	0	0	0
BCL9L	3238	3936	2548	2798
CXCR5	0	2	1	1
SETP16	1	0	0	0
CD3G	1	0	0	0
CD3D	0	0	0	0
CD3E	0	0	0	0
MPZL2	215	267	133	123
MPZL3	269	284	276	277
HSPE1P18	0	0	0	0
JAML	0	0	0	0
SCN2B	0	1	0	0
SCN4B	0	0	0	0
TMPRSS4	10	13	121	127
RN7SL828P	0	0	0	0
SMIM35	0	0	1	0
IL10RA	3	1	0	0
TMPRSS13	511	637	201	232
FXYD6	5	6	7	6
FXYD2	0	0	0	0
FXYD6-FXYD2	0	0	0	0
DSCAML1	7	1	4	4
PRR13P3	2	4	6	7
CEP164	450	600	264	247
BACE1-AS	13	25	32	31
BACE1	991	1230	521	563
RNF214	365	489	382	423
PCSK7	160	210	376	406
TAGLN	7	10	41	32
LOC100652768	3	6	11	10
SIDT2	494	560	507	536
PAFAH1B2	1723	1912	3290	3546
LOC653303	4	6	7	5
RPS27P19	5	10	5	10
RNY4P6	0	0	0	0
SIK3	190	257	365	385
APOA1-AS	0	0	0	0
APOA1	29	56	0	0
APOC3	0	0	0	0
APOA4	0	0	0	0
APOA5	2	6	0	0
ZPR1	581	725	665	673
BUD13	221	293	228	258
LINC02702	0	0	0	0
RPL15P15	1	0	1	0
LINC00900	0	0	0	0
LOC101928985	0	0	0	0
RPL12P46	0	0	0	0
FTLP7	0	0	0	0
LOC105369507	0	0	0	0
LOC105369509	0	0	0	0
CADM1	464	528	514	580
NXPE2	0	0	0	0
LOC100132172	0	0	0	0
NXPE4	0	0	0	0
NXPE1	0	0	0	0
NXPE2P1	0	0	0	0
LOC100422382	0	0	1	1
REXO2	188	260	389	475
RBM7	159	200	246	277
C11orf71	95	151	49	39
LOC101928940	0	0	0	0
NNMT	0	0	0	0
ZBTB16	0	0	0	0
HTR3A	0	0	0	0
HTR3B	0	0	0	0
RNU6-1107P	0	0	0	0
LOC100421976	5	2	3	2
USP28	297	340	382	383
LRRC37A13P	0	0	0	0
ATF4P4	11	12	20	17
LOC390251	0	0	0	0
CLDN25	0	0	0	0
LOC100288385	0	0	1	0
RPS29P19	0	0	0	0
ZW10	281	375	445	460
MTRF1LP1	0	0	0	0
TMPRSS5	2	1	1	3
MIR4301	0	0	0	0
DRD2	9	3	0	0
ANKK1	0	0	2	0
LINC02764	0	0	0	0
LINC02763	0	0	0	0
RPL23AP62	0	0	0	0
RNU6-44P	0	0	0	0
LINC02762	2	2	2	2
ST13P10	0	0	0	0
LOC100132686	1	2	1	1
PLET1	0	0	0	0
RPS6P16	0	0	1	0
PTS	166	177	132	125
RPS12P21	0	0	0	0
MRPS36P4	0	0	0	0
KCTD9P4	7	4	3	9
BCO2	2	2	6	5
TEX12	0	0	1	2
IL18	5	4	33	42
SDHD	322	412	508	606
TIMM8B	231	306	314	394
